ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,BaseAnnotation,BaseAnnotator,BaseComment,Coverage,OneToThirty,BaseInSource
numerals-achu1248-1,"Achuar-Shiwiar, Ecuador, Peru",achu1248,Achuar-Shiwiar,acu,South America,-2.82646,-77.2641,Chicham,,Eugene Chan,"Shiwiar has a very limited set of numerals. Only the five numerals in the above table appear in the corpus. Of those, only the top three are frequent; the last two only appear sporadically and are produced in different ways by different speakers. It should be noted that this type of system is not surprising given the areal context: numeral systems with limits below the number 5 or 10 are very common across South America (Epps et al. 2012: 52–54). Numerals in Shiwiar are non-gradable adjectives, i.e. they cannot be intensified with the markers discussed. However, like other adjectives, they most often occur as modifiers, and they can appear either before or after the noun, as shown in. They can also appear on their own and take on referential function.  In other Chicham languages, numerals are not analysed as adjectives, but rather as quantifiers, because they cannot combine with case morphology (Overall 2017a: 413; Peña 2015: 403). As can be seen, this analysis does not hold for Shiwiar. Apart from their non-gradable nature, numerals in Shiwiar behave morphologically and syntactically like any other adjective in the language. The numeral (ti)kít͡ʃik 'one' has slightly different forms depending on the position it appears in. Example (7.58) shows the numeral in its citation form, whereas example (7.59) shows the same numeral in modifying function, placed immediately before the noun. Note that in the latter situation there is an accent shift to the final syllable. This is expected given the tendencies in Shiwiar accent placement described in §5.3.3. However, if the numeral appears after the noun it modifies, as in (7.60), it retains its citation form. The variation in the presence or absence of the first syllable /ti/ is not meaningful; the syllable is often included in careful speech but omitted in free-flowing conversation. The etymological origin of (ti)kít͡ʃik 'one' is clearly a combination of the demonstrative (ti)kít͡ʃ 'another' and the restrictive clitic =k(ɨ/i). This claim is not only apparent from the form of the word in isolation, but further strengthened by the fact that when this numeral is inflected for case, the case enclitic appears between the root and the restrictive clitic, as shown in (7.61). This etymological origin is unsurprising from an areal 220 Nominal Morphology and the Noun Phrase perspective: South American terms for the number 'one' are very frequently related to demonstratives or the word meaning 'alone' (Epps et al. 2012: 67). The numeral hímʲar 'two' also has different forms depending on its position. Example (7.62) shows the numeral in isolation. When it appears before a noun in modifying function, as in (7.63), there is an additional final vowel and an accent shift towards the end. However, like for the numeral 'one', if it appears after the noun it modifies it retains its citation form. This is shown in (7.64). The etymological origins of hímʲar 'two' are unclear, but it is interesting to note that the first syllable of the word resembles the Shiwiar word for 'eye': hi ́ĩ. The reason why this is noteworthy is that the term for 'eye' has been identified as a common etymological source for the numeral 'two' in South American languages (Epps et al. 2012: 67). Adjectives 221.Unlike the previous two numerals, the numeral kampatám 'three' does not have different forms depending on its position. This is shown by examples (7.65) and (7.66). However, given that word-final nasal stops are optionally elided in fast speech (see §5.2.2), the final /m/ is sometimes dropped, as can be seen in (7.67). The etymological origin of this numeral is unclear. Although it is not nearly as frequent as the numerals preceding it, Shiwiar speakers do occasionally use the numeral 'five'. As in very many other South American languages (Epps et al. 2012: 67), this numeral is straightforwardly derived from the word 'hand': uwɨ́h. However, there is substantial variation in how this numeral is produced. It can either appear on its own, as in (7.68), or it can appear in a carrier construction, as in (7.69) and (7.70). The construction in (7.69), meaning 'all this hand', refers to all the five fingers in one hand, and is usually accompanied by a gesture of a closed fist. The construction in (7.70), meaning 'where the hand is sitting', is less transparent etymologically, but it is also accompanied by a gesture of a closed fist. 222 Nominal Morphology and the Noun Phrase. Finally, the numeral 'five' can be used to form higher numbers, but this only happens very rarely in the corpus. One strategy is to use the terms for 'five' iteratively in an additive sense. This is shown in (7.71), where 'this hand all, this hand', crucially accompanied with a gesture showing one closed fist first and then another closed fist, means 'ten'. Another strategy is to use five as a base and combine it with other numerals in a multiplicative sense, as in (7.72), where 'two hands' means 'ten'.   Shiwiar is a language spoken by around 1,200 people in the Amazonian lowlands of eastern Ecuador and northern Peru.  It belongs to the Chicham (Jivaroan) language family.  This work is the first grammatical description of the language, and it is based on a 30-hour audio-visual corpus of natural speech, collected over 12 months of fieldwork between 2011 and 2016 in the Pastaza province of Ecuador.",0.030864197530864196,0.1724137931034483,
numerals-acol1236-1,"Acholi (Labwor), Uganda, Sudan",acol1236,Acoli,ach,Africa,3.57738,32.5147,Nilotic,quinary,Eugene Chan,Acholi has a decimal system of with a base-five substructure. The numbers for hundred 'míyá' and thousand 'élíp' are both loanwords from Swahili.,0.19135802469135801,0.7241379310344828,
numerals-adam1253-1,"Adamawa Fulfulde, Cameroon",adam1253,Adamawa Fulfulde,fub,Africa,8.140326,13.077338,Atlantic-Congo,quinary,Enock Appiah Tieku,"Adamawa Fulfulde has a quinary-decimal system. The above data was based on Diamaré dialect in Far North of Cameroun. The phonetic symbols ː [ɗ ] is an implosive stop. The conversions between traditional phonetic symbols and IPA areː c= [t͡ʃʰ], j=[d͡ʒ ] and y=[ j], Double vowels are longː ee=[ eː ], oo=[oː].",0.24691358024691357,1.0,
numerals-adan1247-1,"Dangme, Ghana",adan1247,Adangme,ada,Africa,5.9437,0.13243,Atlantic-Congo,decimal,Enock Appiah Tieku,"senary; Dangme has a decimal system of identical to that of Ga. Dangme has 3 tones: High = á, Mid = ā, Low = à. Vowel nasalization is contrastive. Orthographic ny = [ɲ], ng = [ŋ], ngm = [ŋ͡m].",0.24691358024691357,1.0,
numerals-adan1248-1,"Adangbe, Ghana and Togo",adan1248,Adangbe,adq,Africa,6.50546,0.727155,Atlantic-Congo,decimal,Enock Appiah Tieku,senary; Adangbe has a decimal system.,0.24691358024691357,1.0,
numerals-adan1251-1,"Adang, Nusa Tenggara, Indonesia",adan1251,Adang,adn,Papunesia,-8.18958,124.448,Timor-Alor-Pantar,decimal,Russell Barlow,"Adang has a decimal system. Note that the morpheme ʡɛr of ʡɛr nu 'ten, ʡɛr alɔ, etc, that have glossed 'ten' means something like -ty of English's twenty, thirty, etc, where faliŋ of , for example, ʡɛr nu faliŋ nu '' that have glossed 'add' means, by the large, 'addition' or 'remain'. The terms for 'hundred' rat and for 'thousand' rib are borrowed from Bahasa Indonesiaː ratus and ribu. They are then adjusted both phonologically and syntactically in Adang. Thus, phonologically the last syllable tus of ratus and the final vowel /u/ of ribu are deleted. There can be an ambiguity when the numeral system is beyond a thousand. For example, rib rat nu ʡɛr tou faliŋ ut can mean either 134,000 ( one hundred and thirty four thousand) or 100,034 (one hundred thousand and thirty four).",0.2716049382716049,1.0,
numerals-adas1235-1,"Adasen, Philippines",adas1235,Adasen,tiu,Papunesia,17.8187,120.905,Austronesian,decimal,Russell Barlow,Adasen has a decimal system to that of Isnag.,0.24691358024691357,1.0,
numerals-adel1244-1,"Adele, Togo, Ghana",adel1244,Adele,ade,Africa,8.16975,0.619185,Atlantic-Congo,vigesimal,Enock Appiah Tieku,senary; Adele has a vigesimal system with special forms for 7 and 9.,0.24691358024691357,1.0,
numerals-adho1243-1,"Adhola, Uganda",adho1243,Adhola,adh,Africa,0.73235,34.0341,Nilotic,decimal,Eugene Chan,"Adhola has a decimal system of counting similar to Acholi and Alur, hundred 'mǐɑ' is a loanword from Swahili /Arabic.",0.24691358024691357,1.0,
numerals-adho1243-2,"Adhola, Uganda",adho1243,Adhola,adh,Africa,0.73235,34.0341,Nilotic,decimal,Eugene Chan,Adhola has a decimal system of counting similar to Acholi and Alur. The number for hundred 'míyá' is a loanword from Swahili /Arabic.,0.19135802469135801,0.7241379310344828,
numerals-adio1239-1,"Adioukrou, Côte d'Ivoire",adio1239,Adioukrou,adj,Africa,5.38228,-4.52522,Atlantic-Congo,vigesimal,Enock Appiah Tieku,Adioukrou has a vigesimal system. Note that y = IPA [j].,0.24691358024691357,1.0,
sand-Oriya,Oriya,adiv1239,Kotia-Adivasi Oriya-Desiya,ort,Eurasia,18.1,82.85,Indo-European,decimal,Mamta Kumari,,0.7098765432098766,1.0,
numerals-adiv1239-1,"Desiya, Chhattisgarh state, India",adiv1239,Kotia-Adivasi Oriya-Desiya,ort,Eurasia,18.1046,82.8487,Indo-European,vigesimal,Eugene Chan,"Desiya has a vigesimal numeral system similar to that of Kotia language. As a South Asian language an important numeral is for 100,000 (as in Indian English lakh): 100,000 lak or lokjo, rarely used is the numeral for 10,000,000 (an in Indian English crore): 10,000,000 koʈi. Note: Desia and Adivasi Oriya are the same language, i.e. Glottolog: adiv1239 ISO 639-3 ort. Desia (or less frequently Desia Oriya) is the name used by most of its speakers (as far as I can tell) and it is the general name of that language in Odisha (formerly Orissa ) Adivasi Oriya is the name used mainly in Andhra Pradesh, but not necessarily by the speakers themselves, as not all of them are or identify as Adivasi (i.e. ""tribal""). The names do not correspond to any coherent dialect (or sociolect) division. Kotia Oriya was used by SIL people in the 70s, as they seem to have worked with people from the Kotia community. Except for early publications of SIL, I haven't seen it used for the language. As for the differences between my list and the Adivasi Oriya list: Vowel length has been reported to be contrastive for some varieties of Desia/Adivasi Oriya, but I have not found a variety for that this is true. It may be true for the varieties of the Araku Valley where the SIL people did most of their work in the 70s, but looking at the various materials from the Araku Valley, I doubt that it is. I don't know of any claim that aspiration would be contrastive in any variety of Desia/Adivasi Oriya, so I suspect that the aspiration in the Adivasi Oriya list is non-phonemic. In all varieties I know, all unvoiced stops are aspirated and all voiced stops are not. GoTek and duiTa are definite (or maybe specific) forms of the numerals ek and dui. There is no reason to list them only for one and two. You can add the affix or clitic -Ta to any numeral, e.g. tinTa and pantsTa and dosTa are all correct and frequently used numerals. manek for hundred has been reported for Desia/Adivasi Oriya, but it is a volume measure – one ""man"", a type of measuring container for grains and I have not been able to verify its use as a numeral. As far as I have seen it used, it is always used as a non-numerical quantifiers, similar to ""lots of"" or ""a bunch"". (It obviously contains the numeral one ""ek"", but that is the normal way of counting with quantifiers, manek, dui man, tin man, ...).",0.25925925925925924,1.0,
numerals-adiv1239-2,"Kotia (Adiwasi Oriya), India",adiv1239,Kotia-Adivasi Oriya-Desiya,ort,Eurasia,18.1046,82.8487,Indo-European,vigesimal,Eugene Chan,Kotia has a vigesimal numeral system .,0.24691358024691357,1.0,
numerals-adiw1235-1,"Adiwasi Garasia, India",adiw1235,Adiwasi Garasia,gas,Eurasia,24.0712,73.1426,Indo-European,vigesimal,Eugene Chan,"Adiwasi Garasia has a native vigesimal numeral system with interesting construction on compound numbers 15 to 19, 26 to 29 and 70 and 90. Second forms of numbers 11 to 19 are borrowed terms used by the literate.",0.24691358024691357,1.0,
bowernnumerals-Adny,Adnyamathanha,adny1235,Adnyamathanha,adt,Australia,-30.1451,138.671,Pama-Nyungan,,,,0.024691358024691357,0.13793103448275862,
bowernnumerals-AdnyWono,AdnyamathanhaWonoka,adny1235,Adnyamathanha,adt,Australia,-30.1451,138.671,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, 3, 2:2",0.024691358024691357,0.13793103448275862,
numerals-adon1237-1,"Lamahotot (Adonara dialect), Indonesia",adon1237,Adonara,adr,Papunesia,-8.32027,123.159,Austronesian,decimal,Russell Barlow,Lamahotot has a decimal system. The data was taken from Adonara dialect.,0.24691358024691357,1.0,
numerals-adyg1241-1,"Adyghe, Russia",adyg1241,West Circassian,ady,Eurasia,44.0,39.33,Abkhaz-Adyge,vigesimal,Eugene Chan,Adyghe has a vigesimal numeral system. Thousand is a loanword from Turkic language.,0.24691358024691357,1.0,
numerals-adze1240-2,"Adzera, Papua New Guinea",adze1240,Adzera,adz,Papunesia,-6.39394,146.294,Austronesian,binary,Russell Barlow,Adzera counting system combines a counting system based on two with tallying on hand and feet.,0.07407407407407407,0.41379310344827586,
barlowpacific-adze1240-3,Ngariawan,adze1240,Adzera,adz,Papunesia,-6.39394,146.294,Austronesian,binary,Russell Barlow,,0.043209876543209874,0.2413793103448276,
barlowpacific-adze1240-2,Adzera,adze1240,Adzera,adz,Papunesia,-6.39394,146.294,Austronesian,binary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-adze1240-4,ˈacela,adze1240,Adzera,adz,Papunesia,-6.39394,146.294,Austronesian,binary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
numerals-adze1240-1,"Adzera, Papua New Guinea",adze1240,Adzera,adz,Papunesia,-6.39394,146.294,Austronesian,binary,Russell Barlow,"According to Sue Holzknecht's old data recorded 20 years ago. Adzera people might have an old counting system combines a counting system based on two with tallying on hand and feet up to 20. However, now Adzera really has only two basic numbers: one and two. Everything else is either a combination of those two numbers or some anatomical extension like one hand, two hands, etc. But Adzera never, to my knowledge, had a full counting system as some PNG languages do where they count different points on the body. I don't know what other Austronesian counting systems are like. Having only two and one and then having to use a hand for five makes for a very inefficient counting system, and traditionally they probably didn't have to do a lot of precision counting and math in their culture. So what has happened is Tok Pisin and English counting systems have largely replaced the Adzera counting system. When talking about only a few items, they will often use the Adzera numerals, but they sometimes use the Tok Pisin and English numbers even for small numbers and, in my experience, they always use Tok Pisin or English numerals for larger numbers (probably anything larger than five). Because those and many of the numbers Holzknecht gave would most likely be substituted with English and Tok Pisin numbers. You would be much more likely to hear 'five' or 'faivpela' or see '5' or '5-pela' written than to hear or see 'iruʔ da iruʔ da bitsʔ (two and two and one) or 'baŋin bitsintaʔ' (one hand) or 'baŋi marafain' (hand one-side). Sue uses a <c> to represent the alveo-palatal affricate, which is represented by <ts> in Adzera and usually <ch> in English. This is often pronounced closer to [ts] in English. For 'one' I often hear [bisinta'], rather than [bitsinta'], but generally continue to spell it with a <ts> rather than just <s>. This may be dialect variation. The short form is [bits], with the <ts> consistently more alveolar than alveo-palatal, i.e. more like <ts> in English than <ch>. The short form often has the connotation of 'one more'. Sue uses a superscript <n> to represent prenasalisation in the phonetic transcription, which appears simply as an <n> in the Adzera orthography. I have changed <ng> to eng in some places and corrected a couple glosses. Glottal stops are represented with apostrophes in the Adzera orthography. I have not seen the form [iruʔun] or <iru'un>. The form I am familiar with is [iruʔrun] or <iru'run>. I have even seen a longer form, [iruʔruŋun] or <iru'ruŋun>. I'm not sure if Sue's transcription is a mistake or a dialectual variant. As Sue transcribed, the short form for 'two' is [iruʔ] or <iru'>, and it can mean not only 'two', but also 'a few'. The long form always refers specifically to 'two'.",0.030864197530864196,0.1724137931034483,
